blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,redWardsPlaced,redWardsDestroyed,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalMinionsKilled,redTotalJungleMinionsKilled
1,13,0,1,9,4,6,0,0,0,0,18189,7,220,54,3905,3713,15,3,3,0,0,0,0,14284,6.2,181,52
1,15,2,0,3,8,4,0,0,0,0,14398,6.6,194,42,-2919,-2318,16,2,9,1,1,0,0,17317,7,207,51
1,22,2,1,6,0,8,1,1,0,0,17359,7.4,265,59,2923,2787,15,7,0,0,0,0,0,14436,6.8,242,48
0,19,2,0,4,7,3,0,0,0,0,15817,6.8,210,55,-1059,-951,15,4,9,2,1,1,0,16876,7,214,49
0,12,0,0,3,5,3,1,0,1,0,15861,7,270,52,-406,-14,14,1,7,1,1,0,0,16267,7,235,56
1,57,3,0,11,9,13,0,0,0,0,18333,7,225,56,736,266,15,2,9,1,1,0,0,17597,7.2,205,44
0,10,0,1,2,11,3,0,0,0,0,14562,6.8,196,68,-4816,-3750,12,1,12,1,1,0,0,19378,7.4,259,48
1,18,4,0,11,6,13,2,1,1,0,19677,7.6,236,57,3977,3949,36,5,12,0,0,0,0,15700,6.4,208,32
1,18,5,0,11,7,14,0,0,0,0,18793,7,217,37,3026,3357,20,2,8,1,1,0,0,15767,6.4,174,37
0,22,3,0,4,12,0,1,1,0,0,14276,6.8,190,51,-4262,-2426,16,2,14,0,0,0,0,18538,7.2,224,40
0,15,2,0,3,9,3,0,0,0,0,15002,6.6,217,41,-3545,-3206,39,2,10,2,1,1,0,18547,7.4,224,55
0,16,3,0,4,9,5,1,0,1,0,14354,6.4,173,49,-4324,-2979,30,3,13,1,1,0,0,18678,7,213,55
1,11,3,0,5,6,6,1,1,0,0,15926,7.2,223,63,-496,-837,9,2,5,0,0,0,0,16422,7.4,218,46
0,18,3,0,3,5,5,0,0,0,0,14742,6.6,241,38,-1620,-1442,17,2,6,1,1,0,0,16362,7,226,62
1,18,3,1,6,10,8,0,0,0,0,16481,6.8,201,48,-1334,-1607,14,4,12,1,1,0,0,17815,7.2,198,44
0,39,1,1,9,8,5,0,0,0,0,16307,7,194,32,-796,-217,18,6,10,0,0,0,0,17103,6.8,215,44
1,17,4,1,5,3,5,0,0,0,0,17322,7,229,63,3005,1938,18,2,4,0,0,0,0,14317,6.4,197,32
0,18,4,1,3,8,2,0,0,0,0,14711,6.8,222,40,-3156,-3287,18,4,6,0,0,0,0,17867,7.2,238,54
1,21,2,0,3,5,3,2,1,1,0,16009,7.2,268,55,-473,383,16,6,7,0,0,0,0,16482,6.8,246,46
0,14,4,0,5,10,4,0,0,0,0,15102,6.4,196,36,-3397,-2282,22,2,12,1,0,1,0,18499,7,225,49
0,40,4,0,6,9,5,0,0,0,0,15499,6.8,222,28,-1937,-1514,13,5,12,1,1,0,0,17436,7,204,59
1,37,6,1,10,4,10,0,0,0,0,18456,7.2,218,48,3765,2661,15,2,3,0,0,0,0,14691,6.8,193,47
0,13,2,1,5,2,5,1,1,0,0,15767,7,224,52,384,-690,16,3,3,1,0,1,0,15383,7,250,48
1,16,1,1,11,5,12,1,1,0,0,18890,7.2,223,40,2708,682,16,4,4,0,0,0,0,16182,7.2,230,47
0,15,4,1,4,8,3,0,0,0,0,14901,7,209,42,-2427,-1462,16,0,7,0,0,0,0,17328,7.2,224,52
1,18,2,1,6,3,7,1,1,0,0,16785,7.4,245,45,1901,684,48,1,2,0,0,0,0,14884,7,211,68
1,37,0,0,10,5,15,1,1,0,0,18786,7.2,235,60,2480,1699,15,1,8,1,0,1,0,16306,6.8,221,40
0,16,2,0,1,10,2,1,0,1,0,14727,6.6,219,52,-3581,-2467,14,6,15,1,1,0,0,18308,7,248,31
1,35,4,1,10,5,14,2,1,1,0,18009,7.2,200,55,2911,1378,15,3,5,0,0,0,0,15098,6.8,212,52
0,16,3,0,1,4,2,1,0,1,0,14526,6.8,224,50,-1245,-1370,16,4,4,1,1,0,0,15771,7,241,53
0,15,2,0,8,6,8,1,1,0,0,16627,6.8,212,50,166,-497,14,0,6,1,0,1,0,16461,7,209,53
0,15,2,1,3,4,6,0,0,0,0,14782,6.8,213,49,-1464,-1509,19,1,4,1,1,0,0,16246,7,238,56
1,13,3,1,5,3,4,2,1,1,0,15889,7,217,52,874,-302,39,2,4,0,0,0,0,15015,7.2,215,52
0,16,3,0,3,3,4,0,0,0,0,15073,6.8,227,54,-334,-292,12,3,3,0,0,0,0,15407,6.8,251,46
0,19,2,1,7,8,5,1,1,0,0,17125,7.2,240,52,449,1210,16,3,13,0,0,0,0,16676,7,177,48
0,17,4,0,6,9,6,0,0,0,0,16377,6.6,209,49,-780,-73,24,2,14,0,0,0,0,17157,6.6,200,32
0,20,4,0,4,6,4,1,0,1,0,15888,7.4,234,65,-205,1064,18,2,7,0,0,0,0,16093,7,217,32
0,16,4,0,2,3,3,0,0,0,0,14414,6.8,226,60,-1731,-1585,16,0,3,0,0,0,0,16145,7,268,56
0,34,2,0,10,9,9,1,1,0,0,18329,7,219,53,947,-188,47,3,11,0,0,0,0,17382,7.2,194,48
0,16,3,1,6,7,10,0,0,0,0,16245,6.8,215,34,-713,-1111,18,3,5,1,1,0,0,16958,6.8,207,47
1,15,1,1,3,4,2,1,1,0,0,16120,6.8,223,56,1171,-1140,13,2,3,0,0,0,0,14949,7.2,207,46
0,10,1,1,5,7,8,0,0,0,0,15548,6.4,191,52,-459,-307,16,2,9,1,1,0,0,16007,6.8,196,40
1,19,3,1,8,2,12,0,0,0,0,17432,7.2,209,44,2673,1388,11,2,4,1,1,0,0,14759,6.6,216,64
1,18,4,1,9,7,10,1,1,0,0,16922,6.8,207,36,-251,-1675,15,3,3,0,0,0,0,17173,7.2,221,48
0,29,2,1,5,2,5,0,0,0,0,16142,7.2,245,49,534,634,15,4,2,2,1,1,0,15608,6.8,277,58
0,14,3,0,2,8,2,1,1,0,0,14630,6.6,211,60,-4005,-2248,14,5,7,0,0,0,0,18635,7.4,271,47
1,15,2,1,2,4,1,2,1,1,0,15131,7,239,64,-318,86,17,3,5,0,0,0,0,15449,6.8,216,44
0,12,2,1,8,5,7,1,0,1,0,17697,7.2,203,59,2682,2118,15,0,5,1,1,0,0,15015,6.6,165,50
0,15,5,1,4,3,5,1,1,0,0,16116,7,244,47,2092,1763,13,2,2,0,0,0,0,14024,6.4,191,48
1,18,1,0,10,7,9,0,0,0,0,18485,7.4,228,52,2300,2148,16,3,6,0,0,0,0,16185,7.2,187,43
1,15,2,1,6,3,4,1,1,0,0,16980,7,241,44,2642,1346,16,3,5,0,0,0,0,14338,6.6,188,54
1,14,2,1,5,4,6,0,0,0,0,17066,6.8,236,46,2833,220,12,0,2,1,1,0,0,14233,7,172,67
0,14,3,1,8,8,9,0,0,0,0,17202,6.6,214,40,-336,-1059,14,0,9,1,1,0,0,17538,7,214,71
1,14,2,0,13,7,11,0,0,0,0,18692,7.4,238,40,1872,3579,13,2,11,0,0,0,0,16820,6.6,215,36
1,15,2,0,4,5,3,1,1,0,0,15859,7.2,242,59,-88,-932,41,2,10,0,0,0,0,15947,7.2,222,61
1,15,2,0,4,9,5,0,0,0,0,16044,7,224,56,-1427,-1008,18,2,6,0,0,0,0,17471,7.2,243,28
1,17,2,0,8,11,6,1,0,1,0,15941,6.8,180,37,-2440,-1603,14,5,15,0,0,0,0,18381,6.8,219,40
0,23,2,1,5,9,4,0,0,0,0,15675,6.6,229,39,-1614,-2256,14,3,12,1,1,0,0,17289,7.2,215,56
1,15,5,0,4,7,2,1,1,0,0,15682,6.8,234,60,-1075,73,19,2,6,0,0,0,0,16757,6.8,213,51
1,56,2,1,7,8,7,2,1,1,0,15843,6.8,190,44,-1799,-1304,17,3,15,0,0,0,0,17642,6.8,196,48
1,16,3,1,12,3,11,1,1,0,0,18248,7.4,201,48,3296,3231,12,0,3,0,0,0,0,14952,6.4,201,47
1,13,4,0,4,7,3,0,0,0,0,15333,7,201,68,-1942,57,18,3,5,1,1,0,0,17275,6.8,236,48
1,17,6,1,8,4,10,1,1,0,0,17496,7.2,246,31,2013,247,16,4,3,0,0,0,0,15483,7,229,60
1,14,6,1,12,8,15,2,1,1,0,19809,7,221,52,3574,1210,22,2,11,0,0,0,0,16235,6.8,166,45
1,15,4,0,4,4,1,2,1,1,0,16292,7.2,274,50,1229,1059,18,2,2,0,0,0,0,15063,7,220,50
0,22,6,1,5,10,6,1,0,1,0,17677,7,269,51,1285,1300,18,5,9,1,1,0,0,16392,6.6,173,44
0,15,4,0,5,8,1,0,0,0,0,14897,7,212,47,-1770,325,16,2,9,1,1,0,0,16667,6.8,191,46
1,46,0,1,8,3,14,1,1,0,0,17520,7,211,55,1892,890,11,2,4,0,0,0,0,15628,6.8,250,52
0,17,3,1,8,7,9,0,0,0,0,17164,7,222,55,525,902,17,0,7,0,0,0,0,16639,6.8,215,55
0,12,5,1,5,6,8,1,1,0,0,15999,6.6,234,44,-415,-498,16,1,8,0,0,0,0,16414,7,226,48
1,10,2,0,2,6,1,0,0,0,0,14542,6.8,234,48,-1751,-1585,15,1,4,1,1,0,0,16293,7,229,56
0,17,2,1,11,6,10,1,1,0,0,18203,7,199,56,1393,441,29,4,2,0,0,0,0,16810,6.8,224,52
1,18,3,0,6,5,4,2,1,1,0,16787,7.2,253,52,534,154,17,3,10,0,0,0,0,16253,7.2,197,75
0,19,3,1,2,11,2,0,0,0,0,14959,6.8,226,54,-3301,-2246,16,2,18,1,1,0,0,18260,7.4,203,53
1,17,0,0,4,7,4,2,1,1,0,15132,6.8,190,64,-2022,-2023,14,2,7,0,0,0,0,17154,7.2,242,44
0,14,2,0,3,6,4,0,0,0,0,16354,7,252,46,176,-172,51,3,7,1,1,0,0,16178,6.8,202,55
0,13,3,0,2,5,2,1,0,1,0,14652,6.8,205,52,-458,-559,14,0,3,1,1,0,0,15110,6.8,210,52
1,18,6,0,6,4,5,1,1,0,0,17002,7.2,218,71,2536,3339,14,3,0,1,0,1,0,14466,6.4,210,35
1,53,4,0,7,11,10,0,0,0,0,16308,6.8,189,44,-1751,-2784,40,1,9,1,0,1,0,18059,7.4,200,58
1,17,2,0,7,10,9,0,0,0,0,16282,6.8,198,45,-1516,-1467,16,4,10,2,1,1,0,17798,6.8,201,47
0,14,2,1,3,7,3,0,0,0,0,14110,6.4,162,48,-2566,-2246,15,2,3,0,0,0,0,16676,6.8,228,47
0,14,2,0,5,6,4,1,0,1,0,15983,6.8,222,51,-276,179,16,3,8,0,0,0,0,16259,6.8,189,48
1,18,4,1,7,4,5,2,1,1,0,16801,7.2,211,60,1574,1834,12,1,3,0,0,0,0,15227,6.8,200,43
1,22,2,0,6,3,10,0,0,0,0,17141,7.2,232,54,2378,2190,15,2,1,1,1,0,0,14763,6.8,206,56
0,16,3,1,4,9,4,0,0,0,0,15122,7,195,48,-3223,-2518,12,2,10,2,1,1,0,18345,7.4,235,68
0,16,3,0,5,5,7,0,0,0,0,16878,7,238,63,808,1415,38,5,8,1,1,0,0,16070,7,214,56
1,38,0,1,8,2,8,0,0,0,0,18274,7,238,45,3803,2825,15,0,6,0,0,0,0,14471,6.4,201,51
0,17,5,0,2,8,3,0,0,0,0,14176,6.8,194,48,-3360,-1842,19,3,7,1,1,0,0,17536,7.2,228,56
1,16,4,0,6,2,9,0,0,0,0,17549,7.2,243,64,2397,1405,21,3,1,1,0,1,0,15152,6.8,248,44
0,18,2,1,5,8,7,0,0,0,0,16049,6.6,217,51,-883,-1828,14,7,9,0,0,0,0,16932,7,187,43
0,13,2,1,1,4,1,0,0,0,0,14017,6.4,229,32,-2638,-2478,39,3,5,2,1,1,0,16655,6.8,231,56
1,17,4,1,14,3,16,0,0,0,0,20139,7.8,218,56,5035,5420,16,1,5,0,0,0,0,15104,6.6,223,40
0,18,1,1,5,8,5,0,0,0,0,16659,7,234,60,-1003,-899,15,1,7,2,1,1,0,17662,7,217,59
0,15,0,1,5,8,4,0,0,0,0,15975,6.8,227,56,-1963,-1151,15,1,10,1,1,0,0,17938,7.2,225,52
0,34,3,0,6,7,7,0,0,0,0,16728,7.2,221,66,-1071,-1471,14,4,8,1,1,0,0,17799,7.4,248,55
1,18,4,1,6,5,9,0,0,0,0,16693,7,227,57,897,1090,16,4,7,0,0,0,0,15796,7,237,36
1,18,3,1,5,2,4,2,1,1,0,15925,6.8,228,56,1946,1292,20,0,2,0,0,0,0,13979,6.8,213,46
0,20,0,0,8,8,5,1,0,1,0,16763,6.8,193,54,-219,-1440,15,2,6,1,1,0,0,16982,7.2,183,58
1,19,8,1,6,4,7,0,0,0,0,16852,6.8,239,44,1588,1331,16,3,7,0,0,0,0,15264,6.8,213,54
0,14,1,0,2,6,3,0,0,0,0,14950,7,234,42,-1889,-723,14,1,6,1,1,0,0,16839,7,229,49
1,17,2,0,2,4,2,1,1,0,0,14863,6.8,195,72,-720,432,15,1,4,0,0,0,0,15583,6.8,223,36
0,15,1,1,3,12,2,0,0,0,0,15853,7,220,68,-2388,-1978,18,1,8,2,1,1,0,18241,7.6,205,56
1,18,1,0,7,8,8,1,1,0,0,17570,7,238,58,527,1493,16,2,11,0,0,0,0,17043,6.8,176,48
1,19,4,1,6,4,3,1,0,1,0,16561,7,232,53,1496,-730,55,6,4,1,1,0,0,15065,7,191,55
0,17,8,1,10,5,17,1,1,0,0,19190,7.2,202,34,3386,2410,18,3,8,1,0,1,0,15804,6.4,224,48
0,21,5,0,3,8,1,0,0,0,0,14269,6.6,200,48,-3145,-2166,19,5,10,1,1,0,0,17414,7.2,235,53
0,17,3,0,1,5,0,1,1,0,0,14916,6.8,239,59,-1325,-15,18,4,8,0,0,0,0,16241,6.8,251,33
1,14,4,0,5,8,7,2,1,1,0,16256,7,231,56,-1623,-1144,14,0,9,0,0,0,0,17879,7,243,48
1,19,2,0,3,3,3,1,1,0,0,15231,7,221,52,1076,759,20,6,0,0,0,0,0,14155,6.8,223,37
1,19,2,0,7,10,9,1,1,0,0,16070,6.6,173,36,-1156,-667,16,4,6,0,0,0,0,17226,6.6,211,42
0,16,2,0,3,3,2,1,0,1,0,15416,6.8,228,61,450,-9,12,2,5,0,0,0,0,14966,6.8,220,53
1,18,5,1,11,6,13,1,1,0,0,18214,7.2,220,52,2262,2885,18,4,6,0,0,0,0,15952,6.6,228,34
0,20,2,1,6,9,7,0,0,0,0,17430,6.8,212,63,-367,187,15,3,9,0,0,0,0,17797,7.2,205,60
1,14,6,0,6,3,7,0,0,0,0,16590,7.2,228,39,1214,2080,16,1,2,1,1,0,0,15376,6.8,224,66
1,15,2,1,4,1,6,1,1,0,0,15508,6.8,217,48,1728,-337,17,3,0,0,0,0,0,13780,6.8,223,47
1,27,1,1,6,5,4,0,0,0,0,16789,7,218,72,959,917,17,3,5,1,1,0,0,15830,7,213,52
1,76,2,1,5,5,6,1,0,1,0,16298,7,230,60,924,323,14,4,5,1,1,0,0,15374,6.8,209,50
1,19,4,1,12,2,13,1,1,0,0,19320,7.4,251,37,4544,3126,17,4,2,0,0,0,0,14776,6.8,206,52
1,14,2,0,7,11,7,0,0,0,0,15177,6.4,152,36,-3891,-2689,41,0,9,0,0,0,0,19068,7.2,218,43
0,11,5,1,6,9,8,0,0,0,0,17025,7,231,40,-1314,-1942,17,2,9,1,1,0,0,18339,7.4,232,57
1,16,0,1,9,5,14,0,0,0,0,18203,7.2,223,48,2718,91,45,2,5,0,0,0,0,15485,6.8,216,48
0,14,7,0,3,8,3,0,0,0,0,15160,7,217,52,-2174,-1268,13,3,12,2,1,1,0,17334,7.2,227,64
1,15,5,0,11,10,8,0,0,0,0,17503,6.8,192,52,-215,-438,52,4,13,0,0,0,0,17718,7,210,42
1,16,2,1,7,6,10,1,0,1,0,16468,6.4,226,33,635,-1157,51,3,6,1,1,0,0,15833,6.8,228,54
1,19,4,0,10,9,11,1,1,0,0,18413,7.2,219,60,194,661,13,2,12,0,0,0,0,18219,6.8,230,36
1,48,4,1,6,6,9,1,1,0,0,16301,6.8,210,51,-303,312,19,6,11,1,0,1,0,16604,6.8,210,59
0,14,1,0,9,8,7,1,1,0,0,17183,7,196,60,-1295,-305,18,1,10,0,0,0,0,18478,7,247,56
0,39,1,0,1,5,1,0,0,0,0,13361,6.8,174,48,-3006,-1880,15,0,4,2,1,1,0,16367,7,219,48
1,38,5,1,2,1,4,1,0,1,0,14807,6.8,214,56,1090,371,16,2,1,1,1,0,0,13717,6.6,197,52
1,14,3,0,4,3,1,1,1,0,0,15195,7,217,70,324,1794,16,1,2,0,0,0,0,14871,6.4,228,35
1,12,0,1,3,7,2,0,0,0,0,14788,6.6,215,48,-2025,-2448,17,3,6,1,1,0,0,16813,7.2,233,65
0,41,4,1,7,8,8,0,0,0,0,16604,6.6,203,47,-416,-907,17,6,11,1,1,0,0,17020,7,201,55
0,16,4,1,5,7,3,0,0,0,0,16259,6.6,221,64,-67,-1341,36,6,12,1,1,0,0,16326,7.2,200,44
1,20,3,0,11,4,13,1,1,0,0,19716,7.2,234,52,5163,3968,15,0,4,0,0,0,0,14553,6.4,182,51
1,16,5,1,11,5,18,1,1,0,0,18612,7.2,227,45,2728,1957,14,1,6,0,0,0,0,15884,7,225,48
1,38,0,1,6,4,7,2,1,1,0,16886,6.8,221,56,184,-131,16,4,5,0,0,0,0,16702,7,237,64
0,17,3,1,4,7,4,1,1,0,0,14980,6.4,206,39,-2040,-1012,13,5,6,0,0,0,0,17020,7,224,53
1,16,3,1,6,1,9,1,1,0,0,16544,6.8,208,56,2151,726,55,3,3,0,0,0,0,14393,6.6,222,51
1,41,4,1,7,4,7,2,1,1,0,18047,7.2,228,64,3255,2259,18,5,3,0,0,0,0,14792,6.8,197,52
1,18,2,0,10,6,9,0,0,0,0,18673,6.8,223,38,3397,1493,15,2,8,0,0,0,0,15276,6.6,186,44
0,16,3,1,7,9,4,1,1,0,0,16808,6.8,231,38,-361,1686,18,2,13,0,0,0,0,17169,6.4,214,35
1,17,3,0,4,3,3,1,0,1,0,15227,7,203,60,-513,992,38,3,4,0,0,0,0,15740,7,226,57
1,20,7,0,11,4,12,0,0,0,0,19392,7.2,239,48,4872,3076,20,3,6,0,0,0,0,14520,6.2,203,34
0,34,2,0,6,7,5,1,0,1,0,17194,7.2,234,62,985,2102,16,1,7,0,0,0,0,16209,6.4,215,51
1,16,2,1,4,8,3,1,1,0,0,15672,7.2,238,47,-1599,-1870,21,1,9,1,0,1,0,17271,7.4,236,48
1,11,3,0,11,4,15,1,1,0,0,18565,7.4,216,58,1719,1703,11,2,5,0,0,0,0,16846,7,242,57
0,15,3,0,1,6,0,0,0,0,0,13921,6.6,207,56,-2641,-2207,16,3,5,1,0,1,0,16562,7,242,44
0,13,5,1,3,9,2,0,0,0,0,14521,6.6,201,42,-2846,-2325,17,1,11,2,1,1,0,17367,7.2,229,48
0,15,2,0,3,10,1,0,0,0,0,15049,6.6,209,56,-3891,-2276,30,3,12,1,1,0,0,18940,7.4,221,78
1,15,2,0,3,2,5,0,0,0,0,17194,7.2,253,68,2330,2167,15,1,3,0,0,0,0,14864,6.8,219,52
0,15,1,1,9,7,8,0,0,0,0,19122,7.2,238,56,3089,1750,12,1,10,0,0,0,0,16033,6.8,169,52
1,40,3,0,7,6,7,0,0,0,0,16359,7,198,41,540,867,16,2,7,0,0,0,0,15819,6.6,187,52
1,43,2,1,5,4,5,1,0,1,0,17027,6.8,213,56,508,-1704,14,2,4,1,1,0,0,16519,7.4,231,75
1,41,5,1,8,5,7,1,1,0,0,17209,7.2,219,54,2481,1962,18,3,3,0,0,0,0,14728,6.8,195,46
1,12,3,1,10,5,9,1,1,0,0,19187,7.2,211,64,2796,2669,16,1,5,0,0,0,0,16391,6.6,205,65
1,19,5,0,9,4,7,1,1,0,0,17482,7.2,214,48,2089,2123,16,1,4,0,0,0,0,15393,6.8,222,43
1,20,1,1,5,6,6,1,1,0,0,16035,6.8,190,63,-608,-703,47,6,8,0,0,0,0,16643,6.8,210,48
0,15,0,1,7,9,6,0,0,0,0,16070,6.6,199,44,-1923,-1753,17,1,11,0,0,0,0,17993,7,211,60
0,11,1,0,5,5,5,0,0,0,0,15617,7,209,48,-951,-546,41,4,5,1,1,0,0,16568,7.2,206,60
1,19,3,1,6,4,8,1,1,0,0,16130,6.8,242,32,1428,701,19,4,6,0,0,0,0,14702,6.6,200,51
0,17,2,1,8,5,9,1,1,0,0,17172,7,196,60,1131,1145,13,2,5,1,0,1,0,16041,6.8,231,56
0,44,3,0,4,7,4,1,0,1,0,15475,6.6,195,56,-1972,-1010,16,2,15,0,0,0,0,17447,6.8,230,43
0,11,1,1,7,9,6,0,0,0,0,16248,7,171,63,-2242,-1819,33,2,12,1,1,0,0,18490,7.2,229,45
1,14,2,1,6,3,10,1,1,0,0,16745,6.6,215,48,2287,-268,14,1,3,1,0,1,0,14458,7,180,68
0,20,3,0,7,4,8,0,0,0,0,16472,7.2,219,53,1367,2396,15,4,4,1,0,1,0,15105,6.6,180,45
1,11,6,1,8,4,8,2,1,1,0,18133,7.4,259,52,2580,2954,16,2,4,0,0,0,0,15553,6.8,214,52
1,18,2,1,5,6,5,2,1,1,0,16635,7.4,235,76,152,-57,37,3,10,0,0,0,0,16483,7.4,233,40
1,19,4,1,8,4,9,0,0,0,0,17950,7.4,226,44,2802,281,44,1,3,1,1,0,0,15148,7,213,56
0,16,1,0,3,4,3,0,0,0,0,14494,6.4,224,41,-1610,-1393,15,3,2,1,1,0,0,16104,6.8,239,53
1,33,2,0,14,10,9,0,0,0,0,18595,7,199,48,1543,-21,37,3,8,1,1,0,0,17052,7,172,52
1,16,3,0,15,11,14,0,0,0,0,19767,6.6,180,42,1915,2606,15,3,11,0,0,0,0,17852,6.4,176,41
1,19,6,0,4,3,7,1,1,0,0,14970,6.8,212,52,-595,364,19,2,1,0,0,0,0,15565,6.8,238,51
0,14,1,1,6,7,5,0,0,0,0,15891,7,207,41,-1190,-911,14,1,4,0,0,0,0,17081,7,224,54
1,16,0,1,5,1,3,1,0,1,0,16472,6.8,252,48,1820,806,17,4,2,1,1,0,0,14652,6.8,239,60
0,18,4,0,4,7,3,2,1,1,0,15210,6.8,185,72,-2630,-2244,19,4,6,0,0,0,0,17840,7.2,222,71
1,21,3,0,8,8,9,0,0,0,0,16096,6.6,175,36,-1327,-789,24,9,9,1,1,0,0,17423,6.8,198,56
1,18,4,0,8,4,10,0,0,0,0,16870,7.2,207,36,1417,1016,16,1,3,1,0,1,0,15453,6.8,221,48
0,17,3,1,4,4,3,1,1,0,0,15842,7,240,60,71,409,17,5,6,0,0,0,0,15771,7,227,48
1,12,1,0,5,4,0,0,0,0,0,15297,7,202,57,17,1052,17,1,2,1,1,0,0,15280,6.6,210,48
0,15,3,1,8,7,8,2,1,1,0,16412,7,212,44,151,840,12,3,5,0,0,0,0,16261,7,212,52
1,13,5,1,10,3,9,1,1,0,0,19013,7.4,225,60,4817,3220,14,4,3,1,0,1,0,14196,6.8,184,48
0,18,1,0,4,9,5,0,0,0,0,14842,6.6,203,44,-3400,-2763,17,4,11,1,1,0,0,18242,7.2,241,66
0,17,1,1,6,8,5,0,0,0,0,16684,6.8,213,46,-944,-556,34,3,15,1,1,0,0,17628,6.8,187,54
1,13,4,1,11,8,14,1,1,0,0,18159,6.8,238,46,818,-165,61,4,10,0,0,0,0,17341,6.8,192,53
0,19,2,0,4,11,3,0,0,0,0,15107,6.6,200,41,-3799,-3285,10,4,10,1,1,0,0,18906,7.2,226,45
0,14,4,0,4,8,5,1,1,0,0,15483,6.6,213,47,-3045,-1634,18,3,11,0,0,0,0,18528,7.2,249,40
0,16,2,0,2,4,3,0,0,0,0,15242,7,260,56,-1497,-778,17,2,9,1,0,1,0,16739,7.2,257,52
0,51,2,0,3,4,5,1,1,0,0,14945,6.4,215,50,-1696,-2153,17,4,3,0,0,0,0,16641,7,226,53
1,37,0,0,8,7,8,0,0,0,0,17197,6.8,185,48,733,-1480,12,4,4,1,0,1,0,16464,7,245,40
1,16,6,1,9,10,11,1,1,0,0,17292,6.8,200,50,-606,-1487,17,2,10,0,0,0,0,17898,7,197,50
0,37,4,0,3,5,3,0,0,0,0,14822,7,231,49,-2420,-753,18,4,5,1,0,1,0,17242,7,246,63
0,12,4,0,3,8,2,0,0,0,0,15027,6.6,211,56,-2037,110,20,1,11,1,1,0,0,17064,6.6,197,44
1,16,2,0,4,4,3,0,0,0,0,15502,6.6,221,53,631,1404,21,2,5,1,1,0,0,14871,6.4,207,48
0,14,4,0,7,7,6,1,0,1,0,16931,7.2,209,52,-1570,-2103,21,4,9,1,1,0,0,18501,7.6,228,80
1,41,4,0,7,7,11,1,1,0,0,16787,7.2,201,55,-471,870,39,3,9,0,0,0,0,17258,6.6,229,38
1,15,1,0,3,4,4,0,0,0,0,15022,7,220,48,-1211,-108,17,1,5,0,0,0,0,16233,6.8,216,67
1,18,0,1,7,2,6,1,0,1,0,17365,7.2,245,44,2740,1708,15,2,4,1,1,0,0,14625,7,213,66
1,15,4,1,10,3,8,0,0,0,0,19549,7.4,266,55,4712,3798,28,2,1,0,0,0,0,14837,6.4,203,56
0,35,6,1,5,4,6,1,1,0,0,16516,7.2,224,52,1115,1256,39,2,3,0,0,0,0,15401,7.2,209,60
1,38,3,0,4,5,5,0,0,0,0,15177,6.8,189,55,-833,-116,16,2,5,0,0,0,0,16010,7,252,32
1,17,6,1,9,4,8,0,0,0,0,18439,7,249,38,3020,2593,12,2,8,0,0,0,0,15419,6.6,211,46
1,14,2,1,7,6,8,1,1,0,0,15632,6.2,196,32,-1339,-2802,17,2,8,1,0,1,0,16971,7,216,67
0,22,1,1,10,4,17,1,1,0,0,17161,7,157,48,1487,577,17,2,3,1,0,1,0,15674,6.6,203,68
1,16,5,1,5,3,5,2,1,1,0,15263,7,216,36,579,-37,17,3,1,0,0,0,0,14684,7,245,45
1,10,2,1,9,6,8,0,0,0,0,16396,6.6,168,56,975,659,19,0,4,0,0,0,0,15421,6.6,191,48
1,50,4,1,10,6,11,1,1,0,0,17592,6.8,186,47,1417,1171,15,1,11,0,0,0,0,16175,6.6,220,32
0,12,2,0,2,9,4,0,0,0,0,13795,6.6,203,42,-4631,-3612,36,2,11,1,1,0,0,18426,7.4,229,66
0,17,2,0,4,5,4,0,0,0,0,15714,6.8,243,63,-46,-458,13,3,4,2,1,1,0,15760,7.2,193,56
1,11,3,0,9,3,8,1,1,0,0,18012,7.2,261,60,2845,4032,14,1,4,0,0,0,0,15167,6.2,185,52
0,17,1,0,3,10,3,0,0,0,0,14558,6.4,194,42,-3177,-3271,36,1,11,1,1,0,0,17735,7.2,207,52
1,12,3,1,8,4,9,1,1,0,0,17779,6.8,247,53,2988,398,14,1,1,0,0,0,0,14791,7,210,47
1,16,2,1,6,3,5,1,1,0,0,16931,7,225,54,2443,1566,15,2,4,0,0,0,0,14488,6.4,201,61
1,16,2,1,6,5,5,2,1,1,0,16555,6.8,224,57,-11,-176,18,1,5,0,0,0,0,16566,7.4,227,56
1,12,0,0,5,6,8,1,1,0,0,16891,6.8,185,48,286,17,44,4,12,0,0,0,0,16605,6.8,214,47
1,11,1,0,7,6,5,0,0,0,0,17242,7.2,236,53,403,1790,14,2,9,0,0,0,0,16839,6.8,216,47
1,16,6,1,8,1,12,0,0,0,0,17734,7.4,207,52,3135,2622,16,5,2,0,0,0,0,14599,6.6,228,60
0,17,2,0,10,8,11,0,0,0,0,17982,7.2,204,51,372,160,15,2,8,1,1,0,0,17610,7,223,50
